id,电影名称,评分,演员,网址
1291992,末路狂花,8.7,"吉娜·戴维斯, 苏珊·萨兰登, 哈威·凯特尔, ",https://movie.douban.com/subject/1291992/
1867345,遗愿清单,8.6,"杰克·尼科尔森, 摩根·弗里曼, 西恩·海耶斯, ",https://movie.douban.com/subject/1867345/
1292233,发条橙,8.5,"马尔科姆·麦克道威尔, 帕特里克·马基, 迈克尔·贝茨, ",https://movie.douban.com/subject/1292233/
1292659,变脸,8.4,"约翰·特拉沃尔塔, 尼古拉斯·凯奇, 琼·艾伦, ",https://movie.douban.com/subject/1292659/
4023638,国王的演讲,8.4,"科林·费尔斯, 杰弗里·拉什, 海伦娜·伯翰·卡特, ",https://movie.douban.com/subject/4023638/
5908478,我爱你,9.0,"宋在浩, 李顺载, 尹秀晶, ",https://movie.douban.com/subject/5908478/
1292728,勇闯夺命岛,8.6,"肖恩·康纳利, 尼古拉斯·凯奇, 艾德·哈里斯, ",https://movie.douban.com/subject/1292728/
1300117,千钧一发,8.7,"伊桑·霍克, 乌玛·瑟曼, 裘德·洛, ",https://movie.douban.com/subject/1300117/
1296996,哈利·波特与密室,8.4,"丹尼尔·雷德克里夫, 艾玛·沃森, 鲁伯特·格林特, ",https://movie.douban.com/subject/1296996/
1291544,哈利·波特与阿兹卡班的囚徒,8.5,"丹尼尔·雷德克里夫, 艾玛·沃森, 鲁伯特·格林特, ",https://movie.douban.com/subject/1291544/
1401118,黄金三镖客,9.1,"克林特·伊斯特伍德, 埃里·瓦拉赫, 李·范·克里夫, ",https://movie.douban.com/subject/1401118/
1292214,非常嫌疑犯,8.6,"史蒂芬·鲍德温, 加布里埃尔·伯恩, 本尼西奥·德尔·托罗, ",https://movie.douban.com/subject/1292214/
25921812,驴得水,8.3,"任素汐, 大力, 刘帅良, ",https://movie.douban.com/subject/25921812/
2043546,秒速5厘米,8.3,"水桥研二, 近藤好美 , 花村怜美, ",https://movie.douban.com/subject/2043546/
